North Sea/Skagerrak/Eastern Channel Cod; F
1	6													
1963	2001													
1	11													
1														
0.0249	0.5316	0.3677	0.4524	0.4543	0.5623	0.1599	0.7843	0.3119	0.4579	0.4579
0.0203	0.3759	0.593	0.4171	0.4763	0.6124	0.6077	0.3674	0.3243	0.4813	0.4813
0.0585	0.4704	0.6602	0.6212	0.4313	0.4609	0.4675	0.7092	0.2683	0.471	0.471
0.0551	0.5499	0.6281	0.5284	0.4895	0.4349	0.4445	0.5262	0.7611	0.5356	0.5356
0.0335	0.4973	0.7287	0.5327	0.5975	0.5987	0.6205	0.7115	0.3777	0.5862	0.5862
0.0457	0.6353	0.739	0.7115	0.6229	0.5652	0.5826	0.4541	0.7745	0.6051	0.6051
0.0213	0.3906	0.6002	0.5817	0.6285	0.6994	0.487	0.6319	0.4081	0.5758	0.5758
0.1098	0.5787	0.7466	0.5711	0.5845	0.532	0.5284	0.3184	0.6432	0.5255	0.5255
0.0763	0.8861	0.7701	0.7088	0.6947	0.5377	0.5701	0.5191	0.6926	0.6081	0.6081
0.0335	0.8906	0.9069	0.6526	0.7105	0.8034	0.7788	1.0295	1.2337	0.9211	0.9211
0.1292	0.6967	0.8383	0.7781	0.5736	0.7219	0.6907	0.544	0.3377	0.5785	0.5785
0.0922	0.8121	0.6699	0.6415	0.6396	0.5314	0.7151	0.6029	0.9113	0.6864	0.6864
0.108	0.7336	0.7845	0.6705	0.7445	0.6716	0.5118	0.8425	0.8802	0.7373	0.7373
0.0353	0.939	0.8574	0.7568	0.5718	0.7946	0.74	0.2718	0.8027	0.6419	0.6419
0.1439	0.8433	0.7703	0.5485	0.6355	0.6027	0.8038	0.7712	1.4552	0.8627	0.8627
0.0953	1.0247	0.9248	0.7667	0.8693	0.742	0.6837	0.762	0.8795	0.7953	0.7953
0.1042	0.7936	0.9486	0.5896	0.7059	0.5132	0.6594	0.525	0.7848	0.6434	0.6434
0.1096	0.8827	0.9811	0.7906	0.6495	0.6343	0.8428	0.833	0.5888	0.7165	0.7165
0.101	0.9718	1.0113	0.7705	0.6772	0.5908	0.7195	0.5766	0.7392	0.6668	0.6668
0.1756	0.9377	1.2335	0.921	0.7905	0.8993	0.7699	0.7	0.8015	0.8003	0.8003
0.1258	1.0857	1.1905	0.917	0.7903	0.7599	0.7191	0.9126	0.635	0.771	0.771
0.1767	0.9549	1.0185	0.8305	0.7542	0.7539	0.6588	0.7504	0.9165	0.7744	0.7744
0.0869	0.9843	0.9596	0.8077	0.7143	0.7055	0.6988	0.6002	0.5783	0.6655	0.6655
0.2342	0.895	1.0604	0.9607	0.869	0.8182	0.7986	0.8346	0.5122	0.7742	0.7742
0.1414	0.9166	0.8922	0.9278	0.7341	0.9356	0.9183	0.8645	0.7168	0.8425	0.8425
0.1775	0.9153	1.1846	0.8601	0.7929	0.8335	0.7301	0.7276	0.6817	0.7606	0.7606
0.129	0.8774	1.0925	1.0157	0.7601	0.9126	0.9369	0.9788	0.754	0.8778	0.8778
0.1401	0.91	0.9701	0.8962	0.7724	0.5627	0.7854	0.5271	2.0875	0.9564	0.9564
0.1269	0.7639	0.9653	0.8449	0.8382	0.9345	1.1065	1.0671	0.5704	0.9133	0.9133
0.1453	0.8498	0.8506	0.9356	0.7327	0.8342	0.8935	0.8428	1.086	0.8848	0.8848
0.0496	0.8098	1.0231	0.9598	0.9059	0.7796	1.0805	0.8682	0.8078	0.8987	0.8987
0.0745	0.65	1.0332	0.9305	0.7693	0.8983	0.6359	1.1208	0.6944	0.8327	0.8327
0.1095	0.8245	1.0017	0.84	0.6696	0.6263	0.7243	0.3858	1.0267	0.6981	0.6981
0.0441	0.6571	1.0085	0.7512	0.8301	0.8641	0.9167	1.4172	0.8823	0.9936	0.9936
0.0909	0.6421	1.0092	0.9329	0.7645	0.9032	1.0355	0.7709	0.97	0.9101	0.9101
0.0328	0.8718	1.2245	1.1997	1.1908	0.8592	0.9243	0.904	0.6467	0.9145	0.9145
0.0815	0.6161	1.3485	1.2579	1.159	1.3038	1.2993	1.2563	0.9889	1.2108	1.2108
0.0724	0.8789	1.4466	1.3553	1.507	1.2422	1.3016	0.89	0.9594	1.1968	1.1968
0.0456	0.4075	0.7209	1.3158	0.8314	0.9794	1.0737	1.0576	0.9002	0.9781	0.9781
