NRC Clean data set
101														
Survey														
2001	2030													
1	1	0	0.01											
2	15													
1	115.426	182.251	243.002	164.026	157.951	145.801	54.675	48.600	30.375	0.000	0.000	0.000	0.000	0.000
1	214.875	139.037	240.155	214.875	145.357	44.239	37.919	18.960	18.960	6.320	6.320	6.320	0.000	0.000
1	424.354	240.467	77.798	99.016	134.379	106.088	28.290	28.290	21.218	7.073	7.073	14.145	0.000	7.073
1	571.679	626.648	252.858	76.957	76.957	76.957	65.963	0.000	0.000	10.994	10.994	10.994	0.000	0.000
1	618.515	541.200	266.305	111.676	42.952	25.771	17.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1	523.466	1136.668	702.940	299.123	119.649	119.649	29.912	14.956	0.000	0.000	0.000	14.956	0.000	0.000
1	201.864	776.401	1009.321	621.121	232.920	62.112	46.584	0.000	0.000	15.528	0.000	0.000	15.528	0.000
1	288.099	268.893	998.744	1267.637	499.372	364.926	76.826	19.207	0.000	19.207	19.207	0.000	0.000	0.000
1	47.292	271.931	200.992	709.385	543.861	283.754	165.523	59.115	23.646	11.823	11.823	0.000	0.000	0.000
1	134.209	234.865	503.283	486.507	654.268	671.044	352.298	184.537	50.328	0.000	0.000	0.000	16.776	0.000
1	196.880	178.981	268.472	393.759	340.065	447.454	393.759	250.574	214.778	89.491	17.898	17.898	0.000	0.000
1	1151.860	54.850	95.988	178.264	219.402	178.264	164.551	191.977	164.551	27.425	13.713	0.000	13.713	13.713
1	1334.182	1933.203	326.739	190.597	299.510	163.369	272.282	217.826	163.369	81.685	81.685	0.000	0.000	0.000
1	1142.558	1584.001	1298.361	181.771	77.902	155.803	51.934	51.934	51.934	155.803	103.869	0.000	25.967	0.000
1	1224.307	2213.171	2684.059	1977.727	517.976	141.266	47.089	47.089	94.177	47.089	47.089	47.089	0.000	47.089
1	438.120	778.880	1192.661	997.940	851.900	219.060	24.340	48.680	48.680	24.340	0.000	48.680	24.340	0.000
1	561.704	1364.138	1604.869	1484.503	1203.651	842.556	361.095	120.365	240.730	80.243	0.000	0.000	80.243	0.000
1	509.809	745.105	1176.482	1372.562	1215.698	1098.050	941.185	156.864	78.432	78.432	0.000	78.432	0.000	117.648
1	1227.998	575.624	690.749	652.374	1343.123	997.749	1074.499	383.750	191.875	115.125	38.375	0.000	0.000	0.000
1	836.229	1951.201	696.858	1022.058	1114.972	1068.515	1300.801	418.115	278.743	185.829	46.457	46.457	0.000	92.914
1	1056.343	1056.343	1211.688	497.103	466.034	372.827	590.310	310.689	279.620	62.138	31.069	62.138	0.000	0.000
1	594.194	1134.370	594.194	1107.362	243.079	351.115	459.150	297.097	162.053	135.044	108.035	27.009	54.018	0.000
1	697.338	1424.995	909.571	939.890	667.019	454.786	151.595	121.276	212.233	212.233	60.638	90.957	0.000	0.000
1	1012.413	1012.413	1781.846	1133.902	1174.399	445.462	526.455	526.455	283.476	40.497	0.000	0.000	80.993	80.993
1	172.702	1014.627	410.168	863.512	626.047	496.520	259.054	64.763	151.115	43.176	0.000	43.176	43.176	107.939
1	125.474	326.233	953.603	1003.793	1053.983	426.612	250.948	250.948	200.759	75.284	100.379	100.379	25.095	50.190
1	293.759	135.581	338.953	949.069	813.488	564.922	497.131	271.163	112.984	180.775	180.775	45.194	22.597	67.791
1	189.057	243.073	121.537	243.073	364.610	432.130	324.098	243.073	270.081	67.520	40.512	27.008	13.504	40.512
1	301.775	487.483	464.270	301.775	441.056	766.045	557.124	441.056	255.348	162.494	139.281	69.640	116.067	46.427
1	262.827	362.952	200.249	262.827	162.703	162.703	187.734	187.734	187.734	137.671	175.218	75.094	75.094	37.547
