"North Sea/Skagerrak/Eastern Channel Cod, Tuning data"										
118										
SCOTRL_IV										
1978	2001									
1	1	0	1							
1	10									
135220	303.876	1424.419 285.883	181.926	63.974	15.993	11.995	6.997	2.999	1
87467	215.635	914.453	 447.243	73.875	46.921	22.961	11.98	3.993	2.995	0.998
55475	154.012	849.92	 379.327	127.393	19.965	19.965	7.606	6.655	0.951	1.901
51553	95.989	928.202	 387.683	113.695	51.256	13.979	5.592	1.864	0.932	0.932
47889	521.806	305.76	 389.066	73.236	17.394	6.408	2.746	0.915	0.915	0
48339	178.337	1427.663 208.383	112.43	23.261	9.692	1.938	0	0	0.969
34574	316.043	772.341	 345.964	32.726	16.831	7.48	0.935	0.935	0	0
33103	82.048	781.283	 196.005	79.313	9.116	4.558	2.735	0.912	0.912	0
27839	251.3	190.609	 256.042	19.914	10.431	0.948	0.948	0	0	0
27208	272.057	606.03	 38.463	        39.401	8.443	1.876	0	0.938	0	0
21559	27.259	346.285	 159.513	8.077	8.077	4.038	1.01	1.01	0	0
16657	58.153	29.428	 134.388	40.929	2.974	2.233	1.194	0.187	0.725	0.08
14325	15.482	327.585	 18.792	        22.486	5.118	1.215	1.004	0.225	0	0
13495	45.113	94.909	 103.953	7.731	6.998	1.718	0.483	0	0.028	0
10887	52.261	99.87	 30.235	        33.291	1.153	1.211	0.12	0.03	0.053	0
11657	4.716	124.61	 31.231	        4.273	6.325	0.634	0.055	0.001	0	0
15671	54.896	40.799	 124.96	        9.461	1.713	1.656	0.52	0.373	0	0
17728	29.099	254.011	 93.718	        49.032	1.501	0.465	0.538	0.035	0.02	0.199
13471	6.349	139.583	 108.299	23.909	15.045	1.58	0.2	0.356	0.002	0.017
12651	40.656	81.864	 91.362	        26.785	4.988	2.978	0.731	0.104	0.009	0
25744	44.921	983.976	 153.094	91.326	20.549	6.612	3.318	0.7145989	1.10E-02	0.1699046
23859	72.856	112.635	 787.046	45.336	23.229	5.972	4.037	2.009	0.417	0.358
21320	230.454	483.457	 76.825	        164.579	25.919	14.448	7.8	1.014	0.292	0.109
11897	24.102	641.079	 107.302	12.17	20.422	3.53	1.518	0.874	0.327	0.092
SCOSEI_IV										
1978	2001									
1	1	0	1									
1	12											
325246	1703.941	14715.49	1385.952	850.971	201.993	47.998	22.999	20.999	8	3	2	1
316419	2522.256	8021.633	3257.039	382.887	344.898	66.98	43.987	18.994	11.996	3.999	0	1.999
297227	1067.994	5957.458	2341.237	828.826	144.37	89.579	33.049	14.785	8.697	4.349	0.87	0
289672	855.604	13328.76	2355.389	698.688	204.816	18.169	10.736	12.388	3.303	0	0	0
297730	4070.478	4794.063	6023.739	822.294	291.107	151.409	25.095	20.913	11.711	0.837	1.673	0.837
333168	1342.728	13320.38	1813.966	1289.703	227.494	98.353	39.341	18.815	15.394	2.566	4.276	0
388085	4839.125	9954.796	3783.95	453.752	381.259	108.292	46.539	25.954	6.265	7.16	3.58	1.79
382910	543.929	18367.311	2498.646	835.287	127.187	107.343	26.159	24.355	9.922	3.608	3.608	0
425017	5425.851	2656.135	6865.172	824.863	285.816	42.826	38.171	13.965	7.448	2.793	2.793	0
418536	1361.396	13452.12	680.241	1423.568	283.434	186.518	24.686	35.658	15.543	4.572	1.829	0.914
377132	842.968	7091.734	4631.826	201.992	471.982	131.995	55.998	15.999	10	3	3	4
355735	1684.028	3495.714	3173.118	1092.297	91.156	185.066	44.65	18.698	2.391	7.744	2.614	0.591
270869	379.134	12625.37	1096.54	671.531	291.604	38.807	50.407	11.534	3.699	1.793	0.1	0.275
336675	1708.483	4746.648	2986.177	241.37	173.924	113.164	32.981	25.229	7.592	0.57	0.391	0.142
300217	1056.525	4120.136	942.427	618.214	97.903	59.252	31.805	8.852	8.416	3.235	0.997	1.477
268413	259.816	5561.367	776.714	208.932	142.388	26.401	19.572	9.165	2.347	0.806	0.543	0.077
264738	1172.846	3129.865	2378.035	301.222	60.54	37.716	13.282	5.077	2.267	0.873	0.537	1.072
204545	743.283	8029.209	912.815	496.574	84.516	21.557	16.616	0.914	0.967	0.903	1.267	0.22
177092	303.656	3696.333	2598.453	239.201	165.108	19.699	8.662	5.688	1.849	1.188	0.488	0.145
166817	740.271	2267.133	1581.46	687.769	118.726	71.214	17.325	6.006	2.108	0.85	0.73	0
150361	71.553	5692.333	1088.959	423.297	287.297	46.103	29.685	4.187	0.993	0.803	0.253	0
93796	366.94	540.985	2740.379	140.141	88.419	37.97	10.232	7.249	2.031	0.067	0.056	0.05
69505	469.551	1968.769	115.111	401.656	55.626	24.218	9.986	5.275	1.823	0.163	0.124	0
36135	39.165	1903.196	305.298	24.817	64.284	10.45	5.353	2.017	1.587	0.86	0.12	0.022
SCOLTR_IV												
1978	2001											
1	1	0	1									
1	11											
236929	2255.601	5379.048	670.881	269.952	50.991	27.995	6.999	7.999	4.999	0	1	
207494	1973.132	5845.391	1808.121	178.012	61.004	15.001	3	4	2	0	0	
333197	1849.47	5356.235	2100.709	549.199	71.405	15.868	4.408	3.526	0.882	0	0
251504	690.987	5236.821	1474.781	293.606	81.839	10.968	5.906	0	0	0	0.844
250870	4703.856	2940.357	2301.849	377.382	109.995	39.348	8.048	6.26	3.577	5.366	0
244349	1321.201	6293.185	1020.032	459.821	111.146	31.372	14.341	5.378	2.689	0.896	0.896
240725	2723.57	3022.983	1543.958	180.369	85.675	36.074	9.92	7.215	2.706	0	0
268136	430.874	5959.05	865.407	293.653	39.337	21.041	3.659	2.744	0.915	0.915	0
279767	4140.451	1166.751	1847.672	250.965	95.651	12.311	8.523	4.735	1.894	0.947	0
351131	2045.224	5662.771	530.278	468.273	45.347	31.465	10.18	5.553	0.925	0.925	0
391988	403.133	3300.276	1912.375	133.375	148.417	33.093	14.039	2.006	1.003	0	1.003
