NRC Clean data set
101														
Survey														
2001	2030													
1	1	0	0.01											
2	15													
1	418.583	390.677	418.583	544.158	320.914	195.339	167.433	83.717	27.906	27.906	41.858	55.811	0.000	41.858
1	216.983	728.444	278.979	573.456	356.473	356.473	216.983	154.988	15.499	77.494	30.998	46.496	15.499	15.499
1	47.345	255.665	435.577	217.789	274.603	246.196	142.036	56.814	85.222	18.938	37.876	18.938	0.000	9.469
1	503.154	307.483	1090.167	1062.214	503.154	307.483	419.295	363.389	167.718	167.718	83.859	55.906	27.953	55.906
1	481.719	308.794	197.628	345.850	481.719	209.980	123.518	86.462	37.055	37.055	12.352	24.704	12.352	24.704
1	576.928	604.400	260.991	151.100	274.727	343.409	82.418	68.682	82.418	68.682	27.473	27.473	0.000	27.473
1	659.602	948.178	948.178	412.251	144.288	226.738	267.963	123.675	61.838	82.450	0.000	82.450	20.613	20.613
1	340.215	523.408	772.026	549.578	91.596	52.341	143.937	39.256	39.256	13.085	13.085	0.000	13.085	26.170
1	62.855	260.399	565.694	350.191	215.502	89.793	44.896	62.855	44.896	0.000	17.959	26.938	8.979	17.959
1	56.850	156.338	596.929	696.417	696.417	284.252	127.913	85.276	28.425	28.425	28.425	28.425	0.000	0.000
1	111.722	127.682	287.285	861.854	670.331	446.887	239.404	175.563	31.921	63.841	47.881	31.921	31.921	47.881
1	33.176	66.352	72.987	119.434	238.867	311.854	179.150	92.893	59.717	26.541	13.270	19.906	13.270	0.000
1	199.763	104.224	86.853	138.965	130.280	260.560	356.099	173.707	78.168	43.427	43.427	17.371	8.685	8.685
1	169.577	367.418	63.592	105.986	77.723	98.920	148.380	98.920	105.986	28.263	21.197	14.131	21.197	14.131
1	236.485	287.160	329.390	152.026	126.688	59.121	109.797	59.121	118.243	50.675	16.892	16.892	8.446	33.784
1	157.600	236.399	197.000	191.371	45.028	39.400	22.514	56.286	39.400	28.143	16.886	5.629	5.629	16.886
1	406.701	510.983	354.560	291.990	198.136	114.710	10.428	20.856	41.713	20.856	10.428	20.856	10.428	0.000
1	155.787	311.575	240.172	162.278	136.314	45.438	32.456	32.456	12.982	0.000	32.456	6.491	0.000	12.982
1	273.298	123.252	241.145	150.046	85.741	101.817	32.153	10.718	5.359	5.359	16.076	16.076	0.000	10.718
1	110.786	326.819	238.190	216.033	121.865	44.314	5.539	22.157	0.000	5.539	0.000	0.000	0.000	5.539
1	45.273	209.385	373.498	130.158	147.136	67.909	45.273	28.295	22.636	22.636	0.000	0.000	0.000	5.659
1	88.338	265.013	362.184	521.192	265.013	97.171	61.836	35.335	35.335	8.834	8.834	0.000	0.000	0.000
1	95.922	157.989	169.273	248.268	231.340	95.922	45.140	45.140	5.642	11.285	5.642	0.000	0.000	0.000
1	51.922	54.654	106.576	71.051	98.378	60.120	38.258	19.129	16.396	5.465	2.733	2.733	2.733	2.733
1	45.521	56.509	29.824	40.812	20.406	29.824	34.533	10.988	4.709	4.709	3.139	0.000	1.570	0.000
1	267.859	160.020	76.531	31.308	31.308	24.351	31.308	31.308	10.436	3.479	3.479	3.479	0.000	0.000
1	64.718	140.223	41.348	19.775	1.798	7.191	7.191	1.798	0.000	1.798	0.000	0.000	0.000	0.000
1	280.244	212.443	266.684	45.201	36.161	9.040	4.520	9.040	9.040	0.000	9.040	0.000	0.000	4.520
1	65.329	223.206	81.661	108.881	40.830	2.722	0.000	2.722	2.722	0.000	0.000	0.000	0.000	0.000
1	22.887	44.343	121.586	34.330	35.761	11.443	1.430	0.000	0.000	0.000	1.430	0.000	0.000	1.430
