NRC Clean data set
1	3										
1901	1920										
1	12										
1											
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.225
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.249
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.268
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.28
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.259
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.129
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.264
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.407
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.362
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.179
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.252
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.27
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.243
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.361
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.227
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.199
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.204
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.256
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.234
0.082	0.307	0.66	1.195	1.772	2.396	3.018	3.741	4.225	4.935	5.518	6.313
